;roomType;roomPrice;roomURL;hostType;rating;countReviews;;Kitchen;Smoking allowed;Pool;Laundry room;Dryer;WiFi;Ethernet connection;TV;Pets Allowed;Patio;Crib;Bedroom 2;Baby bath;Unavailable: Lock on bedroom door;Sauna;Refrigerator;Waterfront;View;Long term stays allowed;Breakfast;Bedroom;Lock on bedroom door;High Chair;Lit path to the guest entrance;HDTV;Elevator;Accessible;Security Cameras;Bathroom;Smoke Alarm;EV Charger;Parking;Fire pit;Microwave;Washer;Luggage Dropoff Allowed;Air Conditioning;Hot Tub;Bathtub;Carbon Monoxide Alarm
240;Apartamento;336.0;https://www.airbnb.com/rooms/22454274?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234677_%2Bj5N414G%2BBmeGtkE&previous_page_section_name=1000&federated_search_id=68b5cb74-4fd5-4946-8d0f-6c4a0b56a640;preferido;4.87;215;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1
241;Chalé;694.0;https://www.airbnb.com/rooms/607374808842244545?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234677_iT0XBZ9CCgNBhd9Z&previous_page_section_name=1000&federated_search_id=68b5cb74-4fd5-4946-8d0f-6c4a0b56a640;preferido;5.0;65;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1
242;Cabana;581.0;https://www.airbnb.com/rooms/683167499379889441?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234677_zNyp40aWZmqvWzMn&previous_page_section_name=1000&federated_search_id=68b5cb74-4fd5-4946-8d0f-6c4a0b56a640;preferido;4.88;52;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1
243;Apartamento;353.0;https://www.airbnb.com/rooms/963592488993979282?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234677_3W1oN%2BKmZ3YT2thE&previous_page_section_name=1000&federated_search_id=68b5cb74-4fd5-4946-8d0f-6c4a0b56a640;no_class;5.0;3;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1
244;Casa;470.0;https://www.airbnb.com/rooms/26638131?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234677_arChsraLVMV4J4zo&previous_page_section_name=1000&federated_search_id=68b5cb74-4fd5-4946-8d0f-6c4a0b56a640;preferido;4.98;300;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0
245;Casa;286.0;https://www.airbnb.com/rooms/45410182?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234677_OyNlwjPZSaweLHNO&previous_page_section_name=1000&federated_search_id=68b5cb74-4fd5-4946-8d0f-6c4a0b56a640;preferido;4.96;172;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;1;0;1;0;0;1
246;Apartamento;457.0;https://www.airbnb.com/rooms/46612954?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234677_EA696Hyi1PD%2Byqyy&previous_page_section_name=1000&federated_search_id=68b5cb74-4fd5-4946-8d0f-6c4a0b56a640;preferido;4.97;147;0;1;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1
247;Casa;1.0;https://www.airbnb.com/rooms/790439922424944801?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234677_GgcSVldjyZKRptG9&previous_page_section_name=1000&federated_search_id=68b5cb74-4fd5-4946-8d0f-6c4a0b56a640;preferido;4.98;47;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0
248;Quarto;639.0;https://www.airbnb.com/rooms/1080208840768945119?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234677_suOsvUSJ7OvhVoal&previous_page_section_name=1000&federated_search_id=68b5cb74-4fd5-4946-8d0f-6c4a0b56a640;no_class;;;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;1
249;Casa;216.0;https://www.airbnb.com/rooms/37079497?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234677_UFcH837ANszIQZDy&previous_page_section_name=1000&federated_search_id=68b5cb74-4fd5-4946-8d0f-6c4a0b56a640;preferido;4.88;99;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1
250;Chalé;241.0;https://www.airbnb.com/rooms/50051901?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234677_9zzZmtgqeTA5PL6x&previous_page_section_name=1000&federated_search_id=68b5cb74-4fd5-4946-8d0f-6c4a0b56a640;preferido;5.0;77;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0;0;0;1
251;Microcasa;253.0;https://www.airbnb.com/rooms/980573447690981432?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234677_RwVirwjk%2FTUVd6Xw&previous_page_section_name=1000&federated_search_id=68b5cb74-4fd5-4946-8d0f-6c4a0b56a640;preferido;5.0;6;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1
252;Loft;578.0;https://www.airbnb.com/rooms/50376100?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234677_EfgQ7ol2U3gjYR55&previous_page_section_name=1000&federated_search_id=68b5cb74-4fd5-4946-8d0f-6c4a0b56a640;preferido;4.99;119;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;1
253;Trailer;494.0;https://www.airbnb.com/rooms/42455835?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234677_jNBlXQXWIY7fm18h&previous_page_section_name=1000&federated_search_id=68b5cb74-4fd5-4946-8d0f-6c4a0b56a640;preferido;4.82;182;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1
254;Casa;365.0;https://www.airbnb.com/rooms/51728620?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234677_hiT50xoNU2uSKfAg&previous_page_section_name=1000&federated_search_id=68b5cb74-4fd5-4946-8d0f-6c4a0b56a640;preferido;4.83;18;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;1
255;Pousada;199.0;https://www.airbnb.com/rooms/1051305131977147194?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234697_z%2FrWvbMyGQm1JZXG&previous_page_section_name=1000&federated_search_id=6458d957-c5fe-4e1d-bda8-15df3182436d;no_class;4.76;41;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;0;0;1;1;0;0;1
256;Loft;296.0;https://www.airbnb.com/rooms/931003206276495620?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234697_uYlec%2FpT4LbXnzs5&previous_page_section_name=1000&federated_search_id=6458d957-c5fe-4e1d-bda8-15df3182436d;preferido;4.94;31;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1
257;Loft;268.0;https://www.airbnb.com/rooms/928506248734453239?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234697_I3dXLHsPRyqw8DqR&previous_page_section_name=1000&federated_search_id=6458d957-c5fe-4e1d-bda8-15df3182436d;preferido;4.98;63;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1
258;Microcasa;237.0;https://www.airbnb.com/rooms/1136907557000548593?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234697_Cd7MDruB7sfXG7oy&previous_page_section_name=1000&federated_search_id=6458d957-c5fe-4e1d-bda8-15df3182436d;superhost;;;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;1;0;1
259;Contêiner;545.0;https://www.airbnb.com/rooms/1055754082469386736?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234697_sE4O7jmtKl2fpToi&previous_page_section_name=1000&federated_search_id=6458d957-c5fe-4e1d-bda8-15df3182436d;preferido;4.94;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
260;Loft;296.0;https://www.airbnb.com/rooms/931939471188015248?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234697_pTo1aRsvZshmAlSp&previous_page_section_name=1000&federated_search_id=6458d957-c5fe-4e1d-bda8-15df3182436d;preferido;5.0;36;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1
261;Microcasa;151.0;https://www.airbnb.com/rooms/53947871?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234697_iskscHYH5vaJnKqx&previous_page_section_name=1000&federated_search_id=6458d957-c5fe-4e1d-bda8-15df3182436d;preferido;4.99;115;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;1
262;Lugar;742.0;https://www.airbnb.com/rooms/702030711897717339?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234697_eNuIkdJofO2g%2FWso&previous_page_section_name=1000&federated_search_id=6458d957-c5fe-4e1d-bda8-15df3182436d;preferido;4.89;37;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
263;Loft;290.0;https://www.airbnb.com/rooms/53673889?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234697_M9KuC17uct4ipQot&previous_page_section_name=1000&federated_search_id=6458d957-c5fe-4e1d-bda8-15df3182436d;preferido;4.98;127;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
264;Loft;99.0;https://www.airbnb.com/rooms/53941364?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234697_go4J2v5XNdgk6Sro&previous_page_section_name=1000&federated_search_id=6458d957-c5fe-4e1d-bda8-15df3182436d;preferido;4.93;123;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
265;Chalé;522.0;https://www.airbnb.com/rooms/1099504292068237220?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234697_fxR81wDKi6lojeen&previous_page_section_name=1000&federated_search_id=6458d957-c5fe-4e1d-bda8-15df3182436d;preferido;5.0;11;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;1;0;1
266;Casa;439.0;https://www.airbnb.com/rooms/51469898?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234697_3Cf0nUQA4MV9LaTb&previous_page_section_name=1000&federated_search_id=6458d957-c5fe-4e1d-bda8-15df3182436d;preferido;4.92;36;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;1;1;0;1;1
267;Chalé;249.0;https://www.airbnb.com/rooms/13108715?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234697_cxMlDzKJ4d37Sx9U&previous_page_section_name=1000&federated_search_id=6458d957-c5fe-4e1d-bda8-15df3182436d;superhost;4.89;263;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1
268;Cabana;268.0;https://www.airbnb.com/rooms/1146551102754545239?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234697_XIJ8bxKU%2FEKCClRt&previous_page_section_name=1000&federated_search_id=6458d957-c5fe-4e1d-bda8-15df3182436d;no_class;;;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1
269;Apartamento;286.0;https://www.airbnb.com/rooms/790421315264578733?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234697_5VJGAhjx3XmiEoxO&previous_page_section_name=1000&federated_search_id=6458d957-c5fe-4e1d-bda8-15df3182436d;preferido;4.93;70;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1
270;Microcasa;236.0;https://www.airbnb.com/rooms/983524862597718891?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234697_RWqOnL1sikvo5Zw6&previous_page_section_name=1000&federated_search_id=6458d957-c5fe-4e1d-bda8-15df3182436d;superhost;4.65;20;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;1
271;Apartamento;302.0;https://www.airbnb.com/rooms/1040467447222167286?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234697_1zD7JfHsIPKEQbMH&previous_page_section_name=1000&federated_search_id=6458d957-c5fe-4e1d-bda8-15df3182436d;preferido;5.0;12;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1
272;Apartamento;214.0;https://www.airbnb.com/rooms/53172574?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234714_4%2BFWBL1QeUcv52xV&previous_page_section_name=1000&federated_search_id=59beb8f1-8ea8-4ccb-a51d-20a287aa816f;preferido;4.80;164;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
273;Hotel;340.0;https://www.airbnb.com/rooms/25779707?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234714_HAmQBiLBIoHUe8Of&previous_page_section_name=1000&federated_search_id=59beb8f1-8ea8-4ccb-a51d-20a287aa816f;preferido;4.85;255;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
274;Chalé;322.0;https://www.airbnb.com/rooms/1049566389001639497?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234714_%2BOvja%2B%2FHxdFS6wzf&previous_page_section_name=1000&federated_search_id=59beb8f1-8ea8-4ccb-a51d-20a287aa816f;preferido;4.83;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
275;Quarto;175.0;https://www.airbnb.com/rooms/885473499363501494?adults=2&category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1645970923&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234714_9VtxJLdsOu3QH77%2F&previous_page_section_name=1000&federated_search_id=59beb8f1-8ea8-4ccb-a51d-20a287aa816f;preferido;4.91;23;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
276;Quarto;84.0;https://www.airbnb.com/rooms/793738099103292199?adults=2&category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1581142802&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234714_bXDgB6hMaRCtCTOa&previous_page_section_name=1000&federated_search_id=59beb8f1-8ea8-4ccb-a51d-20a287aa816f;no_class;4.66;85;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
277;Loft;268.0;https://www.airbnb.com/rooms/897885223742052860?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234714_RlZ7h7EnfTSF0hx7&previous_page_section_name=1000&federated_search_id=59beb8f1-8ea8-4ccb-a51d-20a287aa816f;preferido;4.98;42;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1
278;Contêiner;545.0;https://www.airbnb.com/rooms/920786113512638933?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234714_mlPV1pIULu78QFOy&previous_page_section_name=1000&federated_search_id=59beb8f1-8ea8-4ccb-a51d-20a287aa816f;preferido;5.0;49;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1
279;Microcasa;236.0;https://www.airbnb.com/rooms/983520826954388520?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234714_90cfH%2BamMDMTMcsI&previous_page_section_name=1000&federated_search_id=59beb8f1-8ea8-4ccb-a51d-20a287aa816f;preferido;4.79;24;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
280;Loft;296.0;https://www.airbnb.com/rooms/931281233318630367?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234714_Y5xpoIm0Bz71ADtX&previous_page_section_name=1000&federated_search_id=59beb8f1-8ea8-4ccb-a51d-20a287aa816f;preferido;4.95;42;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1
281;Loft;99.0;https://www.airbnb.com/rooms/53134382?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234714_hp2cqpH7GkGWG%2BY7&previous_page_section_name=1000&federated_search_id=59beb8f1-8ea8-4ccb-a51d-20a287aa816f;preferido;4.98;83;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
282;Hotel;340.0;https://www.airbnb.com/rooms/25683137?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234714_pWY%2Fv467iVA035Ss&previous_page_section_name=1000&federated_search_id=59beb8f1-8ea8-4ccb-a51d-20a287aa816f;preferido;4.93;216;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
283;Casa;106.0;https://www.airbnb.com/rooms/652253947199568854?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234714_xjZSYVwxNoCEvNdG&previous_page_section_name=1000&federated_search_id=59beb8f1-8ea8-4ccb-a51d-20a287aa816f;no_class;4.74;125;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1
284;Quarto;220.0;https://www.airbnb.com/rooms/34150608?adults=2&category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1054316573&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234714_Ftxqs8f6jvrLM2T%2B&previous_page_section_name=1000&federated_search_id=59beb8f1-8ea8-4ccb-a51d-20a287aa816f;preferido;4.83;220;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
285;Pousada;102.0;https://www.airbnb.com/rooms/868083935693221380?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234714_YbgqGAvx%2B%2Fgz86Xb&previous_page_section_name=1000&federated_search_id=59beb8f1-8ea8-4ccb-a51d-20a287aa816f;no_class;4.74;27;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1
286;Cabana;983.0;https://www.airbnb.com/rooms/901681171987263052?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234714_dZMWUriZi27C72VN&previous_page_section_name=1000&federated_search_id=59beb8f1-8ea8-4ccb-a51d-20a287aa816f;superhost;5.0;33;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;1;1;1
287;Chalé;894.0;https://www.airbnb.com/rooms/955265776273049874?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234714_gVraZiTbVDeELeU4&previous_page_section_name=1000&federated_search_id=59beb8f1-8ea8-4ccb-a51d-20a287aa816f;preferido;5.0;42;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1
288;Chalé;782.0;https://www.airbnb.com/rooms/47030954?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234714_znQ15Awz9FwstoWb&previous_page_section_name=1000&federated_search_id=59beb8f1-8ea8-4ccb-a51d-20a287aa816f;preferido;4.99;230;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1
289;Microcasa;363.0;https://www.airbnb.com/rooms/669042383198522911?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234731_kbhd24w1UvyzkVYd&previous_page_section_name=1000&federated_search_id=ab06c604-c1d1-477c-8131-dcd6b1ba4e65;preferido;4.99;145;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1
290;Cabana;289.0;https://www.airbnb.com/rooms/979844027219082272?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234731_uaTA1kcnMO59QRpR&previous_page_section_name=1000&federated_search_id=ab06c604-c1d1-477c-8131-dcd6b1ba4e65;preferido;5.0;25;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;1;0;1
291;Condomínio;184.0;https://www.airbnb.com/rooms/760248061116745659?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234731_ePi4zodH2htHbIzP&previous_page_section_name=1000&federated_search_id=ab06c604-c1d1-477c-8131-dcd6b1ba4e65;preferido;4.98;64;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1
292;Quarto;84.0;https://www.airbnb.com/rooms/787521962913426126?adults=2&category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1703799554&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234731_ZHKZwO72La8tXfGS&previous_page_section_name=1000&federated_search_id=ab06c604-c1d1-477c-8131-dcd6b1ba4e65;no_class;4.45;88;0;0;0;0;0;1;1;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1
293;Microcasa;188.0;https://www.airbnb.com/rooms/1049421940671174375?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234731_XgUWtEqhJHxzgkPT&previous_page_section_name=1000&federated_search_id=ab06c604-c1d1-477c-8131-dcd6b1ba4e65;preferido;5.0;16;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
294;Apartamento;440.0;https://www.airbnb.com/rooms/45952652?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234731_pbPa%2BCxmioMXBubB&previous_page_section_name=1000&federated_search_id=ab06c604-c1d1-477c-8131-dcd6b1ba4e65;preferido;4.99;189;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
295;Cabana;833.0;https://www.airbnb.com/rooms/598628746137539798?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234731_225nY%2Fb%2B%2BF3j4s%2FI&previous_page_section_name=1000&federated_search_id=ab06c604-c1d1-477c-8131-dcd6b1ba4e65;preferido;4.97;177;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
