;roomType;roomPrice;roomURL;hostType;rating;countReviews;;Kitchen;Smoking allowed;Pool;Laundry room;Dryer;WiFi;Ethernet connection;TV;Pets Allowed;Patio;Crib;Bedroom 2;Baby bath;Unavailable: Lock on bedroom door;Sauna;Refrigerator;Waterfront;View;Long term stays allowed;Breakfast;Bedroom;Lock on bedroom door;High Chair;Lit path to the guest entrance;HDTV;Elevator;Accessible;Security Cameras;Bathroom;Smoke Alarm;EV Charger;Parking;Fire pit;Microwave;Washer;Luggage Dropoff Allowed;Air Conditioning;Hot Tub;Bathtub;Carbon Monoxide Alarm
345;Microcasa;508.0;https://www.airbnb.com/rooms/48179205?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234779_Gz4%2FRwq%2FjttvDGOC&previous_page_section_name=1000&federated_search_id=6875d22b-f316-461c-9ca8-55189466b5fe;preferido;4.87;55;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1
346;Casa;125.0;https://www.airbnb.com/rooms/1024468168895224111?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234779_MrmsZLr%2BxeGRqpWY&previous_page_section_name=1000&federated_search_id=6875d22b-f316-461c-9ca8-55189466b5fe;preferido;5.0;9;0;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;1
347;Suíte;106.0;https://www.airbnb.com/rooms/49975262?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234779_gDsK5UgEJVJAvYez&previous_page_section_name=1000&federated_search_id=6875d22b-f316-461c-9ca8-55189466b5fe;no_class;4.64;69;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1
348;Chalé;410.0;https://www.airbnb.com/rooms/1031165155087983373?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234779_nYNf%2BpDOP%2B9HYEQQ&previous_page_section_name=1000&federated_search_id=6875d22b-f316-461c-9ca8-55189466b5fe;preferido;5.0;6;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1
349;Cabana;1.0;https://www.airbnb.com/rooms/861741846344834155?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234779_286aFN30WVfOfYTP&previous_page_section_name=1000&federated_search_id=6875d22b-f316-461c-9ca8-55189466b5fe;preferido;5.0;12;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
350;Cabana;465.0;https://www.airbnb.com/rooms/54053931?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234779_5ImJi5hnsjSDF7vG&previous_page_section_name=1000&federated_search_id=6875d22b-f316-461c-9ca8-55189466b5fe;preferido;4.88;90;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;0;1
351;Pousada;189.0;https://www.airbnb.com/rooms/1104409718902419716?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234779_EbOvcXiutxW3n%2BL7&previous_page_section_name=1000&federated_search_id=6875d22b-f316-461c-9ca8-55189466b5fe;no_class;;;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;1;0;0;1
352;Suíte;365.0;https://www.airbnb.com/rooms/629578149546061291?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234779_W0JyuAN8z5JaAiFc&previous_page_section_name=1000&federated_search_id=6875d22b-f316-461c-9ca8-55189466b5fe;preferido;4.98;66;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1
353;Pousada;298.0;https://www.airbnb.com/rooms/738160186555737403?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234779_3XtSYFmi9uwu39ug&previous_page_section_name=1000&federated_search_id=6875d22b-f316-461c-9ca8-55189466b5fe;no_class;;;0;0;0;0;0;1;1;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0
354;Apartamento;350.0;https://www.airbnb.com/rooms/1092156850341293927?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234779_9C8qiauXnjQ0KwrQ&previous_page_section_name=1000&federated_search_id=6875d22b-f316-461c-9ca8-55189466b5fe;no_class;5.0;5;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;0
355;Lugar;374.0;https://www.airbnb.com/rooms/33226741?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234779_icoHOOJlnzBJpVuR&previous_page_section_name=1000&federated_search_id=6875d22b-f316-461c-9ca8-55189466b5fe;no_class;4.95;41;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;1;0;0;1
356;Casa;92.0;https://www.airbnb.com/rooms/779136799127974296?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234779_h7gy5T%2B0LsFaP3ga&previous_page_section_name=1000&federated_search_id=6875d22b-f316-461c-9ca8-55189466b5fe;preferido;4.74;87;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1
357;Cabana;604.0;https://www.airbnb.com/rooms/787122041267681526?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234795_rVFYIlGqoVb8FlS3&previous_page_section_name=1000&federated_search_id=eb194f26-2be3-4237-b87f-8d139a2a3224;preferido;5.0;33;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1
358;Microcasa;463.0;https://www.airbnb.com/rooms/683227187347193195?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234795_F0Nt1lR3nyh0L63%2B&previous_page_section_name=1000&federated_search_id=eb194f26-2be3-4237-b87f-8d139a2a3224;preferido;4.97;37;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1
359;Apartamento;413.0;https://www.airbnb.com/rooms/1022696961773790056?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234795_HdcpHBQs%2FbFL%2FMdb&previous_page_section_name=1000&federated_search_id=eb194f26-2be3-4237-b87f-8d139a2a3224;preferido;5.0;22;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1
360;Quarto;263.0;https://www.airbnb.com/rooms/30440972?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234795_9yBY6fwm4bKqQ8rT&previous_page_section_name=1000&federated_search_id=eb194f26-2be3-4237-b87f-8d139a2a3224;preferido;4.95;37;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;1;0;0;0;1
361;Chalé;615.0;https://www.airbnb.com/rooms/899874461468385633?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234795_VlmGFUk3RIzZ1JrO&previous_page_section_name=1000&federated_search_id=eb194f26-2be3-4237-b87f-8d139a2a3224;preferido;5.0;18;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0
362;Apartamento;466.0;https://www.airbnb.com/rooms/47752571?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234795_Ja%2F7%2BjdVTtl9VU6J&previous_page_section_name=1000&federated_search_id=eb194f26-2be3-4237-b87f-8d139a2a3224;preferido;4.98;144;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0
363;Quarto;233.0;https://www.airbnb.com/rooms/24914035?adults=2&category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1054329502&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234795_FIiXYoX8cXAFfRGF&previous_page_section_name=1000&federated_search_id=eb194f26-2be3-4237-b87f-8d139a2a3224;preferido;4.82;186;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;0;0;1
364;Pousada;262.0;https://www.airbnb.com/rooms/1051358013769946551?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234795_L6CLgg%2FmXIsKthYt&previous_page_section_name=1000&federated_search_id=eb194f26-2be3-4237-b87f-8d139a2a3224;no_class;4.75;4;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;1;1;0;0;1
365;Apartamento;365.0;https://www.airbnb.com/rooms/21023422?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234795_5VdVBgkz8SDA7XzV&previous_page_section_name=1000&federated_search_id=eb194f26-2be3-4237-b87f-8d139a2a3224;preferido;4.98;90;0;1;0;1;0;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1
366;Casa;506.0;https://www.airbnb.com/rooms/1139263406184846802?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234795_P%2BUU5AA2Ly6uLja9&previous_page_section_name=1000&federated_search_id=eb194f26-2be3-4237-b87f-8d139a2a3224;no_class;;;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;1;1
367;Casa;206.0;https://www.airbnb.com/rooms/975530226640816825?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234795_xD9CkjuvBJlZAxcr&previous_page_section_name=1000&federated_search_id=eb194f26-2be3-4237-b87f-8d139a2a3224;preferido;5.0;9;0;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1
368;Casa;118.0;https://www.airbnb.com/rooms/653621991389745443?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234795_emJ3ZC%2Blw%2Bqnea4T&previous_page_section_name=1000&federated_search_id=eb194f26-2be3-4237-b87f-8d139a2a3224;no_class;4.74;117;0;0;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1
369;Hotel;340.0;https://www.airbnb.com/rooms/25515994?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234795_N1X0bV0LyYqmH7pe&previous_page_section_name=1000&federated_search_id=eb194f26-2be3-4237-b87f-8d139a2a3224;preferido;4.88;216;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;1;1;0;0;0
370;Casa;366.0;https://www.airbnb.com/rooms/623360021197406673?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234795_DLuKOGmK4QN6WWGc&previous_page_section_name=1000&federated_search_id=eb194f26-2be3-4237-b87f-8d139a2a3224;preferido;4.99;127;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1
371;Quarto;115.0;https://www.airbnb.com/rooms/26641138?adults=2&category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1352885850&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234795_prxt%2Fkfne7kwAs0F&previous_page_section_name=1000&federated_search_id=eb194f26-2be3-4237-b87f-8d139a2a3224;preferido;4.94;344;0;0;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;0;1;0;1;0;0;0;1;0;0;0;1
372;Apartamento;413.0;https://www.airbnb.com/rooms/1022679838082124435?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234795_RUA4IBkLLfMAE3HL&previous_page_section_name=1000&federated_search_id=eb194f26-2be3-4237-b87f-8d139a2a3224;preferido;5.0;16;0;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1
373;Microcasa;494.0;https://www.airbnb.com/rooms/684042437357265446?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234795_0mzuV7dWl0fnZbfN&previous_page_section_name=1000&federated_search_id=eb194f26-2be3-4237-b87f-8d139a2a3224;preferido;4.95;44;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1
374;Microcasa;662.0;https://www.airbnb.com/rooms/35807452?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234812_AEmYDt8w3EPwHccp&previous_page_section_name=1000&federated_search_id=542d366d-e4f1-40c8-b3f9-eff96d601db9;preferido;4.99;401;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;1;1
375;Chalé;582.0;https://www.airbnb.com/rooms/1047217667099758378?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234812_oTzjB3zxQekkvK5%2B&previous_page_section_name=1000&federated_search_id=542d366d-e4f1-40c8-b3f9-eff96d601db9;preferido;5.0;17;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;1
376;Loft;296.0;https://www.airbnb.com/rooms/931939292145764669?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234812_mu%2FaX9fTWn8UYrMt&previous_page_section_name=1000&federated_search_id=542d366d-e4f1-40c8-b3f9-eff96d601db9;preferido;4.95;22;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1
377;Microcasa;540.0;https://www.airbnb.com/rooms/50361786?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234812_5U2COgixrIGHv9Hj&previous_page_section_name=1000&federated_search_id=542d366d-e4f1-40c8-b3f9-eff96d601db9;superhost;4.89;27;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
378;Quarto;233.0;https://www.airbnb.com/rooms/601198201244119320?adults=2&category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1379556912&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234812_JnmBRYnJINMzxwYv&previous_page_section_name=1000&federated_search_id=542d366d-e4f1-40c8-b3f9-eff96d601db9;preferido;4.91;32;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;1;0;1;0;0;0;0;1;0;0;0
379;Quarto;250.0;https://www.airbnb.com/rooms/583169539630032001?adults=2&category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1617585179&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234812_z4NUpUK3QDzeGAYn&previous_page_section_name=1000&federated_search_id=542d366d-e4f1-40c8-b3f9-eff96d601db9;preferido;5.0;7;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1
380;Cabana;406.0;https://www.airbnb.com/rooms/35308439?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234812_yNJXUvIEfPdoPjvP&previous_page_section_name=1000&federated_search_id=542d366d-e4f1-40c8-b3f9-eff96d601db9;preferido;4.93;186;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1
381;Apartamento;690.0;https://www.airbnb.com/rooms/46217959?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234812_0pzRqAooC1h6ZAnq&previous_page_section_name=1000&federated_search_id=542d366d-e4f1-40c8-b3f9-eff96d601db9;superhost;4.91;164;0;1;0;1;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;1;0;1
382;Chalé;347.0;https://www.airbnb.com/rooms/1121201967385547793?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234812_SFrdGG6DHvExx8bU&previous_page_section_name=1000&federated_search_id=542d366d-e4f1-40c8-b3f9-eff96d601db9;no_class;5.0;5;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1
383;Quarto;84.0;https://www.airbnb.com/rooms/788622681762846681?adults=2&category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1552165192&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234812_n17Iy7s3NsKSbAsj&previous_page_section_name=1000&federated_search_id=542d366d-e4f1-40c8-b3f9-eff96d601db9;no_class;4.33;45;0;1;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1
384;Chalé;984.0;https://www.airbnb.com/rooms/918944747164782644?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234812_Bruve3QGDT6%2FXNpP&previous_page_section_name=1000&federated_search_id=542d366d-e4f1-40c8-b3f9-eff96d601db9;preferido;5.0;10;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0
385;Apartamento;521.0;https://www.airbnb.com/rooms/791285173513814961?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234812_O551FYclx2zAx2gr&previous_page_section_name=1000&federated_search_id=542d366d-e4f1-40c8-b3f9-eff96d601db9;preferido;4.89;79;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
386;Cabana;634.0;https://www.airbnb.com/rooms/928065644745353424?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234812_1ihYlrivAALWdyeo&previous_page_section_name=1000&federated_search_id=542d366d-e4f1-40c8-b3f9-eff96d601db9;preferido;4.92;36;0;1;0;0;0;1;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;1;0;0;1
387;Casa;228.0;https://www.airbnb.com/rooms/844863957780836773?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234812_8c%2BovnAy2miuNHo2&previous_page_section_name=1000&federated_search_id=542d366d-e4f1-40c8-b3f9-eff96d601db9;preferido;4.95;42;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;1;0;0;1
388;Apartamento;661.0;https://www.airbnb.com/rooms/44572459?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234812_Gh244z4mS%2Bp2vhrO&previous_page_section_name=1000&federated_search_id=542d366d-e4f1-40c8-b3f9-eff96d601db9;preferido;4.93;192;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;0;1
389;Cabana;850.0;https://www.airbnb.com/rooms/936206576082205713?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234812_2cAMZA2CBNw9cBep&previous_page_section_name=1000&federated_search_id=542d366d-e4f1-40c8-b3f9-eff96d601db9;preferido;5.0;10;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;0;0;1;1;0;0
390;Casa;508.0;https://www.airbnb.com/rooms/48757075?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234812_96fKlV5cginLwaku&previous_page_section_name=1000&federated_search_id=542d366d-e4f1-40c8-b3f9-eff96d601db9;superhost;4.74;118;0;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;1;1;1;1
391;Apartamento;517.0;https://www.airbnb.com/rooms/811619786528516894?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234828_sNqqjqmNe0u5dRHN&previous_page_section_name=1000&federated_search_id=a6541562-0555-4f50-9387-d35a64697dda;preferido;5.0;15;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;0
392;Suíte;106.0;https://www.airbnb.com/rooms/30932590?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234828_M%2BlhxWsCq6gVnafL&previous_page_section_name=1000&federated_search_id=a6541562-0555-4f50-9387-d35a64697dda;no_class;4.75;89;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
393;Contêiner;578.0;https://www.airbnb.com/rooms/843319113977921115?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234828_8Sjr%2FSUZdkW2xR89&previous_page_section_name=1000&federated_search_id=a6541562-0555-4f50-9387-d35a64697dda;preferido;5.0;21;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1
394;Lugar;374.0;https://www.airbnb.com/rooms/33223741?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234828_ognCMX32la8Lk8RQ&previous_page_section_name=1000&federated_search_id=a6541562-0555-4f50-9387-d35a64697dda;preferido;5.0;20;0;1;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;1;1;0;0;0;0;1;0;0;1
395;Apartamento;408.0;https://www.airbnb.com/rooms/961826262732488345?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234828_bum3uPhXOd6DpSWD&previous_page_section_name=1000&federated_search_id=a6541562-0555-4f50-9387-d35a64697dda;preferido;4.94;35;0;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1
396;Loft;416.0;https://www.airbnb.com/rooms/928365051064452534?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234828_7HlvU5dpf7qjh9Ys&previous_page_section_name=1000&federated_search_id=a6541562-0555-4f50-9387-d35a64697dda;preferido;5.0;20;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
397;Hotel;340.0;https://www.airbnb.com/rooms/25779969?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234828_FUWHnmQfw2lL%2Fmsm&previous_page_section_name=1000&federated_search_id=a6541562-0555-4f50-9387-d35a64697dda;preferido;4.79;217;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1
398;Casa;314.0;https://www.airbnb.com/rooms/842760913445566686?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234828_BL2pwNNryIYHcysX&previous_page_section_name=1000&federated_search_id=a6541562-0555-4f50-9387-d35a64697dda;preferido;5.0;22;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
399;Casa;221.0;https://www.airbnb.com/rooms/941110252145011704?adults=2&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234828_t%2BI%2Fpk9Qp290lKmo&previous_page_section_name=1000&federated_search_id=a6541562-0555-4f50-9387-d35a64697dda;preferido;5.0;10;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;1;0;0;1
400;Quarto;118.0;https://www.airbnb.com/rooms/839007345757590478?adults=2&category_tag=Tag%3A8678&enable_m3_private_room=true&photo_id=1605041535&search_mode=regular_search&check_in=2024-09-17&check_out=2024-09-19&source_impression_id=p3_1716234828_IfiPvcm%2BZFOnDnfK&previous_page_section_name=1000&federated_search_id=a6541562-0555-4f50-9387-d35a64697dda;no_class;4.45;47;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
